"lon","lat","incl_deg","intensity_uT"
-48,36,53.78673611517126,43.90312677344982
-36,36,50.827223726399836,42.72899031248742
-24,36,49.07455866660014,42.39463544716222
-12,36,48.78586408929441,42.7259052757692
0,36,49.67884169013008,43.5379008478867
12,36,50.990759255375416,44.643617545358296
24,36,52.44425133431254,45.80978214509084
36,36,53.952544619714054,47.06300817124151
48,36,55.016229393144954,48.51115613916081
60,36,55.49680065032391,50.17045742871658
72,36,55.78140131404401,51.90875936853181
84,36,56.01124791750452,53.386525768434204
96,36,56.07652601121994,54.24698979269408
108,36,55.63926472911201,53.97524510504757
120,36,54.11192154508923,52.20385069510459
132,36,51.591125820801075,49.235446053930495
144,36,49.162996678944026,46.007194250761145
156,36,47.85451917979369,43.111609693195426
168,36,48.02729111540778,41.11144863331048
180,36,49.43374548086058,40.13306081120105
-180,42,54.916619049168055,43.516111972881696
-168,42,56.27756207979322,43.46452791098543
-156,42,57.99707574480016,44.3508596836068
-144,42,60.05952612417104,46.00761737730206
-132,42,62.448517191476526,48.097018595752594
-120,42,64.94276358614866,50.09281951684407
-108,42,67.16563369737024,51.82666187755516
-96,42,68.50183910582919,52.81306761518545
-84,42,68.19900969000126,52.5687455131949
-72,42,66.12624129583655,51.12856489663578
-60,42,63.07985339727601,49.149026326166265
-48,42,60.1328710416535,47.18834395269801
-36,42,57.936631211643494,45.901896645434284
-24,42,56.716316282692986,45.30039212506455
-12,42,56.57536879349942,45.405772750088246
0,42,57.30886834299622,45.982504179691645
12,42,58.39119746548111,46.923295134424436
24,42,59.52246139610718,47.9501203391313
36,42,60.632586802962635,49.26849194138783
48,42,61.49484572668278,50.7854374148089
60,42,62.08583734898581,52.68173106347822
72,42,62.594271526564704,54.61735094328964
84,42,63.04305074712434,56.40471360737968
96,42,63.188013299913045,57.288323092061205
108,42,62.65667984816113,56.987702313589146
120,42,61.060956051655985,55.26211311038416
132,42,58.6149026250944,52.53083549025573
144,42,56.194929334171476,49.30226670598729
156,42,54.62161110520652,46.60473477387313
168,42,54.231861429634236,44.57926155492044
180,42,54.916619053871386,43.51611197536992
-180,48,60.17929384063508,47.22457448210386
-168,48,61.14054557376085,47.108434755906714
-156,48,62.68872719614548,47.92027344561058
-144,48,64.71912255374208,49.45544586916069
-132,48,67.08331313811676,51.3351244056182
-120,48,69.51737560795802,53.127727827137115
-108,48,71.63977923639894,54.642900614440954
-96,48,72.864110225993,55.41311680812963
-84,48,72.55674162664205,55.13246759431076
-72,48,70.7154215403616,53.81557203497082
-60,48,68.13398960054133,51.91695718003156
-48,48,65.72106421056287,50.018305213037
-36,48,63.9776942819001,48.70116015464975
-24,48,63.0484381059885,47.907728653823696
-12,48,62.94493329545919,47.75708283886189
0,48,63.49067646231344,48.073959623221675
12,48,64.32531357023898,48.79696697913878
24,48,65.19474309066956,49.74843080637202
36,48,66.03951812097549,51.024085092016975
48,48,66.82220521539534,52.70435579546706
60,48,67.56996904948241,54.75903782817576
72,48,68.33791973997842,56.924845996991124
84,48,68.99697659475542,58.750631088907866
96,48,69.21371800709964,59.6415733396702
108,48,68.6111734801825,59.35632113299822
120,48,66.98854130886095,57.81591223384306
132,48,64.66233138039678,55.33162384323657
144,48,62.35914097682253,52.52759786984941
156,48,60.70108813432371,50.16540652882854
168,48,59.97716185418679,48.282533257546206
180,48,60.17929384528868,47.224574485653285
-180,54,65.41349727404118,50.77105431749213
-168,54,66.10345029021829,50.65037892075436
-156,54,67.45186639062742,51.35169441025814
-144,54,69.34005655231934,52.57667348353414
-132,54,71.56542041277928,54.02785938604735
-120,54,73.84790234870246,55.49754420445461
-108,54,75.81103621475816,56.68901389291366
-96,54,76.89465717496616,57.22363407483226
-84,54,76.56550809513243,56.91043480052376
-72,54,74.91965014984854,55.7494818225255
-60,54,72.6987922798117,54.07169697710633
-48,54,70.64613404968284,52.43405937732618
-36,54,69.15901178177079,50.96868777819146
-24,54,68.34820850924939,50.08641684302346
-12,54,68.18332789041258,49.660668193343625
0,54,68.51884931992961,49.805071255749134
12,54,69.1079907666995,50.34838405327171
24,54,69.77134419590656,51.22702249704562
36,54,70.47836986339499,52.502245050108016
48,54,71.27311368564969,54.243956114357275
60,54,72.2008614182505,56.35226759653467
72,54,73.21818949510536,58.539241680797474
84,54,74.07851787664877,60.30690063435966
96,54,74.36868553105768,61.175052319444426
108,54,73.73288975489082,60.981988105883836
120,54,72.13724866221347,59.70686703395827
132,54,69.99015414581838,57.675297350640264
144,54,67.89213288684044,55.39493607338815
156,54,66.31052731427415,53.29068446657996
168,54,65.46420298173429,51.76903382703807
180,54,65.4134972784769,50.771054321732244
-180,60,70.6019453126834,54.03193165462329
-168,60,71.11759740095226,53.751448592790055
-156,60,72.24723413179787,54.11287486852795
-144,60,73.88199405813891,54.94255774091311
-132,60,75.84081562846269,55.97713971786168
-120,60,77.87116734699069,57.03837674681492
-108,60,79.60740429333234,57.8110885543911
-96,60,80.5163399187961,58.10805382411716
-84,60,80.14188866639039,57.77949482493423
-72,60,78.65765963438498,56.816129652830696
-60,60,76.7333483229267,55.49617469461967
-48,60,74.94999566988939,54.043142760566276
-36,60,73.61621485823403,52.74381957900905
-24,60,72.82436606868193,51.79262395300935
-12,60,72.54395012007295,51.296856028736876
0,60,72.6628639240694,51.257454805280936
12,60,73.03140139187032,51.653343232972475
24,60,73.54719803250731,52.47707354683871
36,60,74.20472716352384,53.72743753371079
48,60,75.06136811601512,55.418375495436
60,60,76.14703663261692,57.41443881283024
72,60,77.36149599799192,59.407603776222686
84,60,78.39631544963005,61.00159917744027
96,60,78.78406143536952,61.841423312691184
108,60,78.18369072839569,61.77506927168323
120,60,76.69720486367085,60.847859042811145
132,60,74.79209305671463,59.33511098749171
144,60,72.96705537596664,57.60711114456739
156,60,71.56376207145878,56.010940236982215
168,60,70.75457649368931,54.750921365720934
180,60,70.60194531640285,54.03193165903142
-180,66,75.63644050396036,56.3107035642599
-168,66,76.00956214845961,56.04389858335156
-156,66,76.8905367729272,56.139577308637676
-144,66,78.196510822669,56.532647174712224
-132,66,79.78913814135313,57.09617923428986
-120,66,81.46240807488277,57.66232205566447
-108,66,82.88885138368502,58.04775725108797
-96,66,83.57155282458356,58.12778837557844
-84,66,83.12602507043779,57.79544198105892
-72,66,81.79352685432347,57.06168346519882
-60,66,80.1478068260242,56.0504252179958
-48,66,78.61432293201882,54.85989039172732
-36,66,77.41686212803103,53.85161409841742
-24,66,76.6283264108539,53.062546584017305
-12,66,76.23651041384852,52.609781367068926
0,66,76.18015795416837,52.59767185157068
12,66,76.37964785268625,52.85915604299804
24,66,76.79573011679084,53.59262166706741
36,66,77.43537466256001,54.73744331763124
48,66,78.335228085697,56.217945707348434
60,66,79.49810339851668,57.90789801826588
72,66,80.81117444117505,59.556363848176694
84,66,81.97168221439061,60.870461066006044
96,66,82.4984357966563,61.610258978402776
108,66,82.04046532276904,61.68575804859379
120,66,80.76916809426272,61.152771641232135
132,66,79.17044203672619,60.163328005940905
144,66,77.6627864457436,59.00534473188663
156,66,76.49709891053578,57.87756772156925
168,66,75.80277506801163,56.9274223928387
180,66,75.63644050602521,56.31070356833987
-180,72,80.33754043377363,57.64480437661082
-168,72,80.57733781737848,57.341377928738346
-156,72,81.19404738021879,57.23392913111088
-144,72,82.13313752908199,57.37116108558964
-132,72,83.29095168395075,57.4758281990564
-120,72,84.51456446013738,57.60887622432301
-108,72,85.52896841620823,57.6860670796262
-96,72,85.89805581981251,57.605774099974326
-84,72,85.35684154050338,57.28465979235154
-72,72,84.20482086563433,56.78172109139637
-60,72,82.87182729234542,56.08899423416975
-48,72,81.62876173886617,55.266904911828995
-36,72,80.61612966311529,54.54456359715398
-24,72,79.89092826767838,54.04612719739856
-12,72,79.46079415594355,53.79807491883417
0,72,79.30714894070468,53.765687224222994
12,72,79.4073329912044,54.04777698526061
24,72,79.75090235497618,54.62046590033153
36,72,80.34538949859915,55.52900038146225
48,72,81.20256301406548,56.66706714695047
60,72,82.30642275496878,57.917824059566406
72,72,83.56807958455154,59.11197860127818
84,72,84.76467841661338,60.08249033091386
96,72,85.47996766062353,60.690495592872296
108,72,85.3012789117443,60.86707118216455
120,72,84.3566135571943,60.662271991682225
132,72,83.12428812576715,60.155008759838424
144,72,81.9598421308038,59.47984179793624
156,72,81.05312911753994,58.772082872451996
168,72,80.4984747446245,58.135670159534314
180,72,80.33754043300706,57.644804380462
-180,78,84.57420617180644,58.05208386687888
-168,78,84.68137215019223,57.75869958717663
-156,78,85.03432608578666,57.604512678636716
-144,78,85.59153047339903,57.51600226472638
-132,78,86.28104283076549,57.41748002259503
-120,78,86.9754035696715,57.25120479223443
-108,78,87.44940135830558,57.1397307982799
-96,78,87.39767192324514,56.95325133033331
-84,78,86.79295567164121,56.68811404762245
-72,78,85.90137389057101,56.35268899176467
-60,78,84.94925238944187,55.925076539081985
-48,78,84.06641625984295,55.5123020517901
-36,78,83.32509098919571,55.155035976908415
-24,78,82.76510549520364,54.91557397403222
-12,78,82.40589360226934,54.81211757915851
0,78,82.25380686838336,54.923766289178054
12,78,82.31351232637266,55.09926534146083
24,78,82.58339495853254,55.52503164450584
36,78,83.0653485128701,56.12589218819942
48,78,83.75543004280172,56.84449758825875
60,78,84.63448258763403,57.60587955509476
72,78,85.65407861552087,58.331290948250086
84,78,86.71182482050676,58.92862023126911
96,78,87.58772304676539,59.35157546254965
108,78,87.86760923320726,59.55873022022935
120,78,87.3913074677498,59.605040908411475
132,78,86.57405229825227,59.37916364311285
144,78,85.7731048656793,59.07814544050656
156,78,85.13477991995929,58.71910313668743
168,78,84.72571553381188,58.359515672622614
180,78,84.57420616696962,58.052083871274704
-180,84,88.26773624558243,57.749799152775154
-168,84,88.24670615273746,57.568184298417954
-156,84,88.32655733157621,57.43201232996458
-144,84,88.46814138972515,57.2823645547695
-132,84,88.60349111825319,57.16008791992941
-120,84,88.62794021937226,57.012226281675055
-108,84,88.45639358549525,56.84292491064158
-96,84,88.09880045238637,56.69544126554402
-84,84,87.62848365256517,56.527790963755514
-72,84,87.114841587312,56.34431116179525
-60,84,86.60775586165089,56.18615880983411
-48,84,86.14480117438576,56.03732431282933
-36,84,85.75316765594249,55.92726504588355
-24,84,85.45243316156123,55.8980227292688
-12,84,85.2572270728819,55.955380218766805
0,84,85.18023029645623,56.01489906763638
12,84,85.22410326077863,56.16389824510668
24,84,85.39039113400386,56.3925961012622
36,84,85.67752295660021,56.658985712529066
48,84,86.07744317439469,56.96471921489901
60,84,86.57770730198588,57.27729415910268
72,84,87.15943942272234,57.57224620201218
84,84,87.79699458701776,57.84512788505307
96,84,88.45908416630598,58.05769511410667
108,84,89.10098010377273,58.189545393658854
120,84,89.59377184940963,58.25008744423755
132,84,89.45675567811463,58.261748876437196
144,84,89.02843835544752,58.1420055304026
156,84,88.66287169199387,58.04283196202397
168,84,88.40587078959237,57.92289465560094
180,84,88.2677362327115,57.749799158774174
