"lon","lat","incl_deg","intensity_uT"
24,-36,-62.707535511771866,26.018781282085722
36,-36,-61.127034677281266,30.274571067532616
48,-36,-62.06499777054339,36.27436078459168
60,-36,-64.76186550255684,42.877682312311045
72,-36,-67.69507568073013,48.957435183220575
84,-36,-69.83693327933491,53.99943882241374
96,-36,-70.69865628275282,57.70580307014354
108,-36,-70.32408828579766,59.91448746228499
120,-36,-69.42786401103585,60.72879501399966
132,-36,-68.4790785934183,60.4694861891971
144,-36,-67.27757537325863,59.16597504087341
156,-36,-65.59252412797565,57.37018064704912
168,-36,-63.41965948758771,54.76148328752587
180,-36,-60.97570452290653,51.85412187315446
-180,-30,-55.02443588661546,48.67831425722941
-168,-30,-52.399720184375255,45.84069363057133
-156,-30,-49.75707972109321,42.94142804122106
-144,-30,-47.04302540967099,40.13149653400376
-132,-30,-44.41237782317124,37.448998290091005
-120,-30,-41.91888584251925,34.79943587009868
-108,-30,-39.079155739548646,31.966973242371854
-96,-30,-35.2242257229771,28.796712103882573
-84,-30,-31.44168459193081,25.533969037407676
-72,-30,-31.145668455416605,23.06618418333054
-60,-30,-36.44492432050391,22.145547838378683
-48,-30,-44.95335817390126,22.548361335560394
-36,-30,-53.14760230648664,23.362100077739402
-24,-30,-59.81241510597196,24.125726447686315
-12,-30,-64.84940810699204,24.672692671312102
0,-30,-67.44317837959936,24.884370309086798
12,-30,-66.77044129731395,25.135335046429443
24,-30,-63.68733371162893,26.572275899244328
36,-30,-60.897957004429614,30.271026293246504
48,-30,-60.531171592123464,35.94798911182775
60,-30,-62.25367375179116,42.33822390548131
72,-30,-64.36543081115224,48.133351598018805
84,-30,-65.69950670457676,52.70701133445603
96,-30,-65.71848973762862,55.71975214991789
108,-30,-64.61727098559501,57.28938088793141
120,-30,-63.412536574571064,57.4780351968523
132,-30,-62.56033479403876,57.072924330111526
144,-30,-61.51920354795225,55.89972273733561
156,-30,-59.88563991788743,54.134128361819684
168,-30,-57.633645038500845,51.530852775325286
180,-30,-55.02443588832198,48.67831424581471
-180,-24,-47.836206672320884,45.40752274495309
-168,-24,-44.98958055401414,42.712466826318774
-156,-24,-42.19231549760756,39.980205585686875
-144,-24,-39.27323570840009,37.34814521543818
-132,-24,-36.40621839755406,34.86789288030773
-120,-24,-33.77148854650308,32.54919385933831
-108,-24,-30.853807233793802,30.21364936466719
-96,-24,-26.749694211687906,27.574266798060076
-84,-24,-22.78064662416806,24.809751872000625
-72,-24,-23.060429207962592,22.735639810195064
-60,-24,-29.838131242341003,22.067755732213545
-48,-24,-40.05595550219848,22.65310415897723
-36,-24,-49.622781346199105,23.72678905462638
-24,-24,-57.131765481417894,24.8810060482005
-12,-24,-62.693320615686844,26.003330603022594
0,-24,-65.72093313000671,26.707348258587267
12,-24,-65.36416994351279,26.98781557203922
24,-24,-62.1579911364641,27.90954509543078
36,-24,-58.465569847268895,30.789824034025592
48,-24,-56.91973984102803,35.75946849582529
60,-24,-57.70722361264282,41.68500950533379
72,-24,-59.100231228893016,46.99746709562439
84,-24,-59.88334366263462,51.05588286727779
96,-24,-59.36953444480319,53.442108592068536
108,-24,-57.750505509923514,54.14615692482746
120,-24,-56.39606044958419,53.96458140936725
132,-24,-55.74688193703682,53.42419124801479
144,-24,-54.865061344143385,52.275208160441075
156,-24,-53.193593661436374,50.50759657821816
168,-24,-50.74069519470562,48.10254088241999
180,-24,-47.83620667592877,45.40752273106712
-180,-18,-39.18841295226999,42.03942912508526
-168,-18,-36.03412119872487,39.62557397537875
-156,-18,-33.10242346654259,37.192424103536325
-144,-18,-30.04596235519815,34.85159367087929
-132,-18,-26.98921386829626,32.7158333512995
-120,-18,-24.186502172249572,30.791964848883843
-108,-18,-21.07362665519718,28.966016232016482
-96,-18,-16.64043225720711,26.925590834500564
-84,-18,-12.588820138602548,24.721067220744775
-72,-18,-13.554993990817538,23.01235185069898
-60,-18,-21.70491677908916,22.49914779762295
-48,-18,-33.61159906178746,23.137133879843503
-36,-18,-44.60025073494592,24.333567919441222
-24,-18,-52.83840897795003,25.880195558517787
-12,-18,-58.340382784628794,27.45647024351111
0,-18,-61.1072143878226,28.622624678428153
12,-18,-60.61799143873975,28.99592351728425
24,-18,-57.284061432599216,29.53848246670631
36,-18,-52.99868306514517,31.52404442658036
48,-18,-50.65649566852794,35.53660111824524
60,-18,-50.78884399154161,40.7387254429914
72,-18,-51.70817737470812,45.463144058944984
84,-18,-52.22384409164745,48.95988435637089
96,-18,-51.45457120460494,50.7142376910264
108,-18,-49.517029423075485,50.83907465297957
120,-18,-48.1488947358685,50.224969521230015
132,-18,-47.82119014418347,49.58537607641909
144,-18,-47.12018473434428,48.4381186356098
156,-18,-45.33105335842385,46.749482848666894
168,-18,-42.53980135820012,44.53127830646307
180,-18,-39.18841295486761,42.03942911763721
-180,-12,-29.000032719383004,38.84933428552857
-168,-12,-25.462881161132188,36.80547504499037
-156,-12,-22.43661630713925,34.78841829512299
-144,-12,-19.348256948025753,32.883127386681814
-132,-12,-16.211507524496163,31.176486237658263
-120,-12,-13.30429713836496,29.72524162161805
-108,-12,-9.994107391535838,28.41980557733964
-96,-12,-5.3276718405311705,26.973160865374307
-84,-12,-1.4422691710791444,25.346671611745997
-72,-12,-3.086763253453188,23.92184884547405
-60,-12,-12.200322367683183,23.424027394486234
-48,-12,-25.47541701935832,23.95675888728561
-36,-12,-37.814806510183374,25.256272909748265
-24,-12,-46.48302471325096,26.954629442419982
-12,-12,-51.5003987317716,28.777957316712
0,-12,-53.542029768019866,30.2060943319145
12,-12,-52.73318951563056,30.76044334643463
24,-12,-49.14308720171732,30.992385889865716
36,-12,-44.438893308900695,32.23277595242106
48,-12,-41.65974311280118,35.324713336377215
60,-12,-41.429090421598815,39.587221620889075
72,-12,-42.105175551925335,43.60570195324444
84,-12,-42.57608094162282,46.47561522362581
96,-12,-41.78819618020854,47.72171851533663
108,-12,-39.719020957190644,47.40025161088094
120,-12,-38.48077646117492,46.603670245296385
132,-12,-38.60042680901153,45.79970694574594
144,-12,-38.131357011438325,44.6484401456046
156,-12,-36.179618699742655,43.02947205437823
168,-12,-32.936629901378645,41.01093310796165
180,-12,-29.000032721719126,38.84933427947031
-180,-6,-17.459843203502263,36.16053366987775
-168,-6,-13.53203206010586,34.52087156069855
-156,-6,-10.48069555997048,32.989895871166254
-144,-6,-7.487399842881368,31.604052951459426
-132,-6,-4.414646172513577,30.454486638573368
-120,-6,-1.532512751404642,29.530821177451397
-108,-6,1.8453544737079852,28.737272462007354
-96,-6,6.4536301835850605,27.87098741849901
-84,-6,9.861134661152333,26.72942147110115
-72,-6,7.685275510640449,25.50986627822354
-60,-6,-1.7557990464442481,24.84146630277528
-48,-6,-15.709810432477742,25.086910826618272
-36,-6,-28.85147676499955,26.226978917607205
-24,-6,-37.69256107820674,27.978882605573734
-12,-6,-41.96775040659416,29.7517898005792
0,-6,-43.14525166367409,31.235875329274215
12,-6,-41.93118425059391,31.878207986543615
24,-6,-38.17891395899445,32.09237475210909
36,-6,-33.158297897404104,32.8514536640863
