"month","lat","lon"
1,-3.3497104784545955,23.009671602257306
2,7.010405382195225,25.990534194413524
3,22.009596519542118,25.23749999611259
4,36.8243352997892,28.556036671127654
5,47.227574696268796,37.944152793749325
6,52.86106281425298,40.639056537643754
7,52.2180959484211,40.53103040910406
8,48.143423464204005,32.366417996028446
9,36.40581606976416,24.867140231871485
10,21.278512887527654,24.270713198846693
11,1.322264931680518,21.50213007091368
12,-6.643112928411665,24.388309708187936
